Event	ID	Name			Wwise Object Path	Notes
	456382354	Reload			\Default Work Unit\Reload	
	1256345528	PlayerAudio			\Default Work Unit\PlayerAudio	
	1551306167	UI			\Default Work Unit\UI	
	2108779966	Walk			\Default Work Unit\Walk	
	3038207054	Shoot			\Default Work Unit\Shoot	
	3554434311	Ammo			\Default Work Unit\Ammo	
	3991942870	Music			\Default Work Unit\Music	
	4161132316	Skill			\Default Work Unit\Skill	

Switch Group	ID	Name			Wwise Object Path	Notes
	47937584	PlayerVoice			\Default Work Unit\PlayerVoice	
	456382354	Reload			\Default Work Unit\Reload	
	915214409	Gun			\Default Work Unit\Gun	
	1096740251	RifleSemi			\Default Work Unit\RifleSemi	
	2604644515	Menus			\Default Work Unit\Menus	
	3554434311	Ammo			\Default Work Unit\Ammo	
	4161132316	Skill			\Default Work Unit\Skill	
	4216705946	MaterialFeet			\Default Work Unit\MaterialFeet	

Switch	ID	Name	Switch Group			Notes
	674522502	Land	PlayerVoice			
	3833651337	Jump	PlayerVoice			
	324443136	Pistol	Reload			
	1096740251	RifleSemi	Reload			
	4262674733	Rifle	Reload			
	324443136	Pistol	Gun			
	546945295	Bow	Gun			
	1096740251	RifleSemi	Gun			
	4262674733	Rifle	Gun			
	1993628331	Rebolt	RifleSemi			
	3573931707	Loading	RifleSemi			
	3958385377	Unbolt	RifleSemi			
	1584507803	Click	Menus			
	3753593413	Hover	Menus			
	324443136	Pistol	Ammo			
	1096740251	RifleSemi	Ammo			
	4262674733	Rifle	Ammo			
	3255686181	Grenade	Skill			
	136358821	Lino	MaterialFeet			
	903661822	LowMetal	MaterialFeet			
	2305815328	Boots	MaterialFeet			
	2449969375	Glass	MaterialFeet			
	3762184421	HollowMetal	MaterialFeet			

Game Parameter	ID	Name			Wwise Object Path	Notes
	191739755	MenuVol			\Default Work Unit\MenuVol	
	736504446	MasterVol			\Default Work Unit\MasterVol	
	2782620904	FootVol			\Default Work Unit\FootVol	
	3325673733	MusicVol			\Default Work Unit\MusicVol	
	3432874653	SFXVol			\Default Work Unit\SFXVol	

Audio Bus	ID	Name			Wwise Object Path	Notes
	393239870	SFX			\Default Work Unit\Master Audio Bus\SFX	
	1551306167	UI			\Default Work Unit\Master Audio Bus\UI	
	2385628198	Footsteps			\Default Work Unit\Master Audio Bus\Footsteps	
	3803692087	Master Audio Bus			\Default Work Unit\Master Audio Bus	
	3991942870	Music			\Default Work Unit\Master Audio Bus\Music	

Auxiliary Bus	ID	Name			Wwise Object Path	Notes
	2077253480	Room			\Default Work Unit\Master Audio Bus\Room	
	4202071913	Big_Room			\Default Work Unit\Master Audio Bus\Big_Room	

Effect plug-ins	ID	Name	Type				Notes
	491162418	667291__pekena_larva__voc_male_jump_03	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\51\{51C271C0-2A2F-4792-AD0E-39EBABD66716}.wem		\Actor-Mixer Hierarchy\Default Work Unit\PlayerVoice\Jump\667291__pekena_larva__voc_male_jump_03		144096
	500920095	773870__mrgungus__pistol-cock-2	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\2E\{2E8834E6-CE0C-73D0-C8F6-5B0AB7F52E86}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Reload\Pistol\773870__mrgungus__pistol-cock-2		34820
	502935267	Glass_Grit_Mono_01	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\D9\{D9D4F74C-95CF-DCEC-185E-4F8DC749594D}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Glass\Glass_Grit_Mono_01		110344
	542156035	773857__mrgungus__357-magnum-casing-drop	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\88\{8850BCDD-F4B8-AAB9-8BFB-FBAF422B71BA}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ammo\RifleSemi\773857__mrgungus__357-magnum-casing-drop		77160
	550553015	foot-pump-with-air	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\EB\{EB60988F-FDE9-ACE5-5C8C-73EF9DF5FB79}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Skill\grenade\foot-pump-with-air		2646112
	562333728	Minimalist6	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\32\{3281BA8B-D743-A5EF-83A5-34A5C971C518}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Click\Minimalist6		132564
	588207548	508747__augustsandberg__bolt-action-rifle-reload	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\C6\{C6B06625-53E0-2441-421C-258D197B72D5}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Reload\RifleSemi\Rebolt\508747__augustsandberg__bolt-action-rifle-reload		165680
	628993159	667292__pekena_larva__voc_male_jump_02	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\0F\{0FA84586-F398-D1C2-82CE-ACCAC44656A3}.wem		\Actor-Mixer Hierarchy\Default Work Unit\PlayerVoice\Jump\667292__pekena_larva__voc_male_jump_02		144096
	638701609	508747__augustsandberg__bolt-action-rifle-reload_01	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\3A\{3A12E59D-CCF2-4A8C-1ECC-AC510645ED04}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Reload\RifleSemi\Loading\508747__augustsandberg__bolt-action-rifle-reload_01		433448
	641298461	MetalSteps_02	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\83\{835871E5-0BE9-6729-7A5A-618410E815FC}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\HollowMetal\MetalSteps_02		88296
	652602769	Minimalist3	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\9F\{9FDE50D6-DCBF-633D-2178-9481DDEE90FD}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Click\Minimalist3		132564
	665091579	773858__mrgungus__22lr-casing-drop	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\E8\{E8253EA7-A3C1-1DFB-1503-8DDA2CA786C3}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ammo\Pistol\773858__mrgungus__22lr-casing-drop		122980
	675694933	231246__augustsandberg__ps-90	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\3B\{3BA2853C-186E-2203-DC01-58AB51467F95}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Gunshots\Pistol\231246__augustsandberg__ps-90		272900
	676421312	LowMetal_Mono_03	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\F4\{F45E1D96-C9EC-6E0E-FBEC-55CDD010F438}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\LowMetal\LowMetal_Mono_03		110344
	684002994	667293__pekena_larva__voc_male_jump_01	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\85\{85D95867-1CE1-60EE-109E-F379F961F665}.wem		\Actor-Mixer Hierarchy\Default Work Unit\PlayerVoice\Jump\667293__pekena_larva__voc_male_jump_01		144096
	693918980	667290__pekena_larva__voc_male_jump_04	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\32\{32749484-C8CA-A9BA-2DC4-8BCEDDF2E4D2}.wem		\Actor-Mixer Hierarchy\Default Work Unit\PlayerVoice\Jump\667290__pekena_larva__voc_male_jump_04		144096
	704253414	ak-47-assault-rifle-being-unloaded-and-reloaded	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\14\{14FE27E6-98E9-8CD5-ED86-E619DF52240A}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Reload\Rifle\ak-47-assault-rifle-being-unloaded-and-reloaded		138976
	733604107	LowMetal_Mono_01	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\CE\{CED7F852-B4EF-4AF5-F878-713B93371BE6}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\LowMetal\LowMetal_Mono_01		110344
	751484774	Linoleum_Mono_03	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\ED\{ED626203-DE97-E739-CD94-A749036226BA}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Lino\Linoleum_Mono_03		110344
	756635627	667295__pekena_larva__voc_male_land_01	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\19\{196D4DC5-49FB-83C0-6182-002349265224}.wem		\Actor-Mixer Hierarchy\Default Work Unit\PlayerVoice\Land\667295__pekena_larva__voc_male_land_01		144096
	794714009	231244__augustsandberg__smith-wesson_02	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\22\{22AF22F1-51CC-EFC6-BA45-765DE56A5293}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Gunshots\RifleSemi\231244__augustsandberg__smith-wesson_02		212728
	809280269	BootsLinoleum_03	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\F7\{F7B253EB-DC1D-5E8B-1A08-2BD912D1B434}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Boots\BootsLinoleum_03		144096
	844195858	MetalSteps_01	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\2B\{2B72AF00-C15F-1A6F-84B9-F9DF7BD0CE0D}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\HollowMetal\MetalSteps_01		88296
	878851868	MetalSteps_03	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\66\{66C09484-993A-91AB-7370-C45BC69845D7}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\HollowMetal\MetalSteps_03		88296
	889608281	BootsLinoleum_04	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\6D\{6DA8C7A1-80DD-EF94-A51A-996CF2813D11}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Boots\BootsLinoleum_04		144096
	910657870	231245__augustsandberg__fn-scar-h-7_01	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\10\{10E7A5EE-2231-2739-5EC4-430CCBA8CCA4}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Gunshots\Rifle\231245__augustsandberg__fn-scar-h-7_01		270392
	920116644	LowMetal_Mono_04	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\14\{14EEFE7B-A83C-D74A-A38E-DBBEA062B280}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\LowMetal\LowMetal_Mono_04		110344
	968241875	MetalSteps_05	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\EE\{EE812E2E-F581-C534-885E-4F0A8277ED4D}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\HollowMetal\MetalSteps_05		88296
	968601989	667298__pekena_larva__voc_male_land_04	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\F7\{F76BDD08-787A-8467-0391-1230A993F940}.wem		\Actor-Mixer Hierarchy\Default Work Unit\PlayerVoice\Land\667298__pekena_larva__voc_male_land_04		144096
	971638791	BootsLinoleum_05	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\80\{80FE1688-E73A-A727-7C65-7720CFF459C9}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Boots\BootsLinoleum_05		144096
	1005560515	Glass_Grit_Mono_04	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\45\{45421411-3374-8A73-E9DE-584B8EB5E9B3}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Glass\Glass_Grit_Mono_04		110344
	1007809921	bow_2	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\35\{3553DA8C-568C-824A-8C75-48DDF80B4AE6}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Gunshots\Bow\bow_2		66228
	1011227344	508747__augustsandberg__bolt-action-rifle-reload	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\48\{4872D89E-59C1-BE19-87D8-678B3ACEBA85}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Reload\RifleSemi\Loading\508747__augustsandberg__bolt-action-rifle-reload		317276
	1013353729	508747__augustsandberg__bolt-action-rifle-reload_02	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\87\{87DD6DE9-D292-BF83-AE1F-9388E00EF13A}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Reload\RifleSemi\Loading\508747__augustsandberg__bolt-action-rifle-reload_02		492120
	1023057159	bow_1	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\78\{789FA49C-7CD4-5CAD-8552-402B2E75D40E}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Gunshots\Bow\bow_1		73796
	1040374593	667294__pekena_larva__voc_male_land_02	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\D1\{D117A3A7-FEDD-E9E0-0725-74243FD57EEB}.wem		\Actor-Mixer Hierarchy\Default Work Unit\PlayerVoice\Land\667294__pekena_larva__voc_male_land_02		144096
	1073196964	BootsLinoleum_01	F:\projects\Absconditum\3 Sounds\Wwise Project\Absconditum\.cache\30\{305A1203-61FC-EAB2-9099-534C992826CF}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Boots\BootsLinoleum_01		144096

